CPU (%),Memory (MB),Disk (MB/s),Network (Mbps),Files Created,Files Deleted,Files Renamed,is_ransomware
92.62,6654.4,84.11,50.92,702,504,560,1
27.37,4233.51,0.99,0.73,8,32,97,0
97.51,11276.46,450.45,45.94,158,642,804,1
67.96,4141.46,3.23,1.71,82,35,38,0
85.6,12941.58,226.96,38.96,656,254,665,1
83.23,11442.32,59.75,40.3,482,174,107,1
88.94,12269.69,496.09,35.59,728,869,361,1
97.65,6757.35,113.54,46.9,412,824,355,1
34.03,1667.91,6.14,4.08,4,26,52,0
0.94,1228.22,11.22,3.81,48,28,25,0
76.2,12724.82,406.22,76.48,956,671,592,1
84.7,6198.44,199.04,19.68,927,630,964,1
96.71,15837.28,199.72,22.4,496,723,867,1
97.24,12637.28,345.1,81.89,574,233,120,1
1.41,4187.33,11.4,3.27,93,11,15,0
29.62,642.83,4.38,2.6,15,79,32,0
36.72,116.32,13.49,3.34,97,6,4,0
61.53,5807.97,6.42,1.65,42,88,80,0
60.38,92.95,2.34,1.31,47,5,48,0
65.89,3626.72,8.83,1.13,6,82,10,0
74.64,9054.22,342.83,12.88,529,400,239,1
79.88,6974.14,43.96,46.49,830,979,137,1
76.82,13958.08,281.83,4.95,711,932,402,1
22.03,118.7,11.54,4.07,59,34,79,0
10.18,2654.97,13.46,1.77,70,33,91,0
90.28,12670.17,363.06,5.17,152,583,560,1
84.68,11924.17,439.66,50.57,343,802,667,1
7.76,2034.69,13.97,0.36,86,88,66,0
80.9,11219.08,74.28,9.06,201,473,781,1
31.65,5086.06,14.31,4.83,61,43,50,0
84.51,7181.27,418.92,65.55,911,674,337,1
78.23,10272.5,176.13,45.9,157,903,770,1
5.96,3621.75,4.23,4.44,26,64,19,0
11.91,5430.82,14.14,0.26,27,27,45,0
89.98,12874.18,468.76,11.69,736,380,587,1
80.22,7874.47,237.61,47.24,553,474,420,1
73.39,11586.15,308.41,87.95,375,245,407,1
26.16,4315.89,5.45,3.59,86,13,41,0
18.91,4161.54,3.36,4.61,47,54,63,0
22.59,5096.16,5.91,3.03,18,59,13,0
99.75,9375.72,112.99,23.61,971,171,231,1
11.26,3179.16,6.85,4.0,92,16,30,0
89.31,15496.56,466.19,31.41,610,231,688,1
62.83,598.46,8.25,0.67,62,60,29,0
63.67,281.71,4.97,5.0,7,12,17,0
52.35,3037.52,9.64,3.13,56,56,88,0
18.94,5860.16,1.01,2.99,36,25,38,0
78.08,13204.95,289.85,99.77,822,831,713,1
86.03,7572.56,137.43,70.02,821,820,704,1
90.01,7073.31,470.19,43.01,385,708,576,1
67.46,5535.8,12.1,0.36,2,78,49,0
63.26,3337.87,14.59,2.4,39,46,10,0
87.63,10734.2,248.3,52.29,273,595,288,1
25.96,2085.65,5.73,3.45,46,65,21,0
72.82,8133.45,111.69,58.06,377,799,349,1
84.39,14571.36,267.46,68.89,165,344,113,1
69.92,4444.16,14.71,4.71,77,50,89,0
92.04,13969.56,104.05,66.38,415,407,565,1
26.26,3493.07,7.69,0.4,41,69,41,0
90.16,7731.33,144.1,81.29,484,485,979,1
78.36,15590.09,86.99,95.04,477,686,233,1
90.12,13434.22,179.64,82.67,202,468,122,1
54.55,5386.7,8.46,3.06,34,45,37,0
78.73,11134.31,442.41,32.99,707,620,768,1
88.68,6622.89,153.12,26.34,247,431,262,1
83.67,10839.54,59.02,89.46,486,831,367,1
14.86,5380.13,0.37,1.5,58,54,30,0
97.68,10105.46,249.39,99.58,814,721,359,1
53.9,2261.32,5.77,0.09,84,84,49,0
81.11,12640.97,370.43,48.81,577,858,476,1
43.25,4616.28,14.36,0.9,76,71,3,0
77.76,9544.31,425.97,75.08,681,683,750,1
93.18,12888.8,468.94,93.39,327,628,247,1
75.37,15473.51,32.56,98.57,757,231,112,1
91.58,6956.13,39.51,35.4,293,403,184,1
70.36,11355.92,119.74,19.2,963,974,112,1
13.14,4714.16,2.22,2.68,51,44,71,0
45.1,3065.85,4.47,1.93,85,0,74,0
32.4,4922.21,14.7,0.57,96,56,31,0
96.6,7577.17,223.43,44.45,395,560,645,1
64.59,3316.9,14.76,4.86,5,10,52,0
43.96,1999.27,9.53,3.78,89,3,0,0
96.69,12872.92,60.43,58.91,502,250,359,1
85.59,12342.96,374.07,20.93,387,788,784,1
53.04,2030.06,8.25,3.56,37,72,22,0
91.83,7595.09,133.02,62.16,328,658,847,1
98.71,11965.27,402.75,85.17,781,305,959,1
80.21,11804.02,176.77,87.24,806,502,728,1
30.41,4710.29,0.84,0.34,39,3,70,0
17.36,5665.23,10.99,1.61,42,30,23,0
29.54,5351.75,4.36,3.01,79,23,87,0
83.77,10130.77,132.84,53.38,624,301,624,1
67.96,4822.43,8.14,1.03,78,13,91,0
40.75,1553.22,1.73,4.85,92,70,39,0
75.88,11499.08,414.35,78.8,487,626,308,1
52.33,1285.99,1.55,2.48,12,19,25,0
45.26,5939.83,12.79,4.78,82,78,61,0
31.84,2794.19,3.65,0.15,51,9,14,0
48.88,3989.49,3.06,2.07,8,11,21,0
83.85,6263.06,260.09,52.37,574,962,302,1
13.16,2542.18,9.99,2.05,15,26,22,0
76.44,15980.52,390.38,28.56,850,460,698,1
88.28,10002.96,442.43,50.17,823,978,448,1
98.28,8176.6,319.38,57.5,227,977,232,1
27.39,2653.75,10.06,3.34,39,15,87,0
39.01,4282.13,12.85,4.12,67,41,61,0
46.88,5420.1,7.73,2.98,54,19,24,0
74.29,9526.37,394.04,92.98,169,414,654,1
63.76,2536.23,7.48,3.02,35,77,52,0
68.24,5067.28,9.96,3.98,3,93,40,0
76.12,11957.81,360.6,94.61,849,308,880,1
78.88,6694.93,357.94,8.44,916,791,991,1
55.76,2033.07,1.24,3.0,36,19,34,0
17.47,5775.42,7.51,4.99,91,87,94,0
74.72,11839.99,247.44,82.09,474,536,559,1
35.59,1546.11,2.53,2.15,33,45,30,0
7.28,4230.73,10.51,2.02,27,19,34,0
91.33,14499.64,68.32,81.5,312,323,409,1
66.98,3561.08,6.97,0.78,32,30,57,0
84.82,14253.11,350.45,21.03,545,763,488,1
51.05,145.82,13.8,1.44,30,9,80,0
24.32,4613.65,4.94,2.41,61,57,97,0
92.21,10089.14,259.62,44.56,149,227,435,1
82.74,13487.16,293.87,39.89,696,122,556,1
96.14,9734.47,103.82,62.5,475,693,434,1
43.78,564.1,10.48,0.09,89,12,21,0
75.22,9234.26,173.71,94.62,136,418,870,1
34.24,1258.34,7.98,4.43,85,17,79,0
56.29,2747.37,1.61,0.96,4,16,17,0
87.93,6880.39,83.1,61.42,192,226,707,1
56.27,2342.53,3.14,1.44,41,93,99,0
86.09,8235.47,390.58,75.66,321,951,625,1
77.34,10329.14,230.36,82.97,821,179,649,1
35.7,423.2,5.26,2.44,71,37,69,0
95.94,12870.96,94.32,44.29,975,709,619,1
82.32,10779.69,474.92,78.07,744,740,242,1
90.05,14659.89,453.74,97.82,954,110,190,1
84.81,15337.23,382.07,31.36,659,342,455,1
63.05,5976.27,1.66,2.96,72,7,11,0
97.37,15990.05,452.97,95.06,948,651,320,1
18.89,5368.95,14.25,3.86,40,28,66,0
20.04,1619.09,11.56,4.12,46,43,47,0
71.58,15354.58,127.46,45.7,868,136,828,1
11.9,107.34,6.83,4.38,39,50,81,0
80.78,11917.53,229.75,62.32,342,310,870,1
42.27,4690.56,13.02,4.8,42,81,76,0
3.26,2809.68,13.5,0.15,4,83,48,0
94.78,9836.26,423.75,26.74,724,638,376,1
54.95,3535.76,1.28,4.42,41,74,25,0
15.34,3081.67,5.05,4.65,26,54,14,0
83.21,9147.37,186.73,20.36,929,233,488,1
54.83,3007.54,10.85,0.36,13,64,78,0
32.87,43.74,11.46,3.0,13,17,27,0
45.46,952.58,10.13,2.19,31,34,53,0
55.69,3851.06,7.43,3.57,7,58,2,0
48.75,5152.48,5.16,2.93,43,45,32,0
65.94,3027.25,6.85,4.15,42,49,23,0
49.03,3663.74,14.03,2.5,58,23,24,0
11.83,4413.06,1.98,3.55,56,42,26,0
67.45,4947.08,8.33,1.08,22,57,75,0
83.34,7225.36,45.0,94.77,538,976,345,1
19.52,1983.17,7.28,0.26,66,39,73,0
22.37,3363.43,0.89,1.78,99,72,28,0
63.58,3906.93,4.07,3.21,97,100,19,0
78.1,13669.53,371.19,10.69,282,653,714,1
89.77,9911.12,128.48,47.18,220,504,828,1
93.19,13788.93,149.93,76.0,538,696,201,1
39.71,5125.16,13.4,4.03,8,87,6,0
82.11,13142.44,49.13,49.16,934,749,729,1
21.07,1552.86,8.41,4.74,49,4,51,0
34.15,4462.51,4.94,2.11,50,34,29,0
4.64,2956.49,6.84,1.74,55,24,58,0
93.58,12374.45,306.88,79.24,478,904,392,1
26.89,3678.57,12.58,2.09,16,38,32,0
91.11,15466.4,15.29,89.35,577,734,796,1
80.95,7719.69,138.4,85.6,293,494,388,1
46.31,2887.03,0.12,4.1,89,0,82,0
98.95,7942.3,429.59,16.59,999,110,925,1
53.01,2425.39,1.75,2.11,71,87,1,0
95.38,15463.56,343.13,73.42,665,105,668,1
70.63,13031.84,266.11,10.38,981,385,535,1
77.3,12682.86,327.61,53.49,294,599,723,1
95.5,7183.04,454.38,73.33,152,259,960,1
97.51,8462.58,207.21,50.5,352,495,394,1
72.03,6075.95,462.9,25.45,340,202,410,1
82.66,11703.01,163.91,7.3,462,648,101,1
66.49,5777.6,6.17,1.97,76,8,13,0
26.42,4473.36,12.68,3.31,51,91,34,0
97.79,9144.76,456.92,48.42,934,109,603,1
79.74,10037.72,418.48,53.83,537,126,961,1
46.57,775.55,5.94,4.82,90,15,46,0
72.66,10921.03,285.14,34.57,934,172,182,1
79.19,7828.52,159.99,87.22,384,125,322,1
85.78,9944.07,342.86,23.81,854,378,473,1
76.43,13876.39,320.66,61.74,908,892,960,1
80.98,8377.28,336.49,44.49,775,940,524,1
6.42,5930.82,0.76,3.92,36,71,77,0
87.14,11375.47,150.43,14.24,574,325,733,1
96.96,6193.66,296.49,85.73,616,265,963,1
8.45,326.67,9.96,4.44,61,42,47,0
95.87,8853.43,78.85,76.14,824,580,690,1
5.75,5109.4,14.35,1.69,54,35,18,0
54.27,2228.99,11.82,2.44,28,60,82,0
23.71,5379.65,14.44,4.39,76,17,99,0
94.24,8368.88,491.99,81.55,942,138,456,1
94.06,14449.63,355.86,9.86,464,540,460,1
35.1,5388.63,0.96,2.59,94,61,54,0
54.32,5847.53,4.12,4.02,26,24,76,0
81.25,13874.26,477.93,7.88,796,409,695,1
65.34,2903.5,7.51,4.63,5,47,33,0
95.73,10240.84,444.77,45.94,155,741,171,1
70.04,10165.04,349.74,84.16,469,691,872,1
76.2,10782.33,394.98,52.43,627,850,751,1
33.86,347.12,8.78,0.16,32,99,34,0
10.27,4563.37,3.37,4.13,42,9,43,0
90.91,12594.26,490.28,22.99,658,490,548,1
86.07,12820.31,436.92,66.9,164,561,163,1
86.09,11896.03,498.23,3.76,756,619,115,1
74.91,6796.9,320.89,11.73,610,633,339,1
79.65,12151.59,191.16,25.65,589,505,167,1
52.65,717.63,13.45,4.85,12,33,74,0
89.54,7990.43,122.92,33.11,844,481,732,1
32.37,3781.15,9.16,4.69,89,63,53,0
6.77,4307.75,1.29,3.72,31,0,71,0
74.1,7389.61,83.61,73.9,594,473,417,1
12.88,5915.7,10.81,0.83,57,11,17,0
11.81,2474.98,5.82,4.55,82,40,19,0
41.42,5847.79,10.16,4.23,43,87,34,0
68.93,5259.49,3.59,4.93,14,59,91,0
93.06,11474.99,415.15,56.95,855,259,363,1
30.87,5321.89,14.99,2.91,85,66,5,0
82.77,7632.08,448.72,33.93,285,507,950,1
29.92,2460.16,9.83,1.87,56,39,19,0
36.74,2422.26,10.21,1.27,76,10,49,0
76.48,13504.29,422.31,37.46,122,693,130,1
85.2,7441.86,383.3,80.15,549,907,131,1
30.34,236.92,1.07,4.66,30,62,21,0
57.92,5532.95,3.76,0.32,34,94,62,0
92.53,9193.79,269.33,87.55,740,836,969,1
92.83,7904.36,50.39,58.0,433,431,642,1
94.26,14772.7,30.6,18.49,665,525,232,1
29.29,3779.81,0.97,2.23,56,83,35,0
29.38,1880.96,6.05,1.38,88,54,65,0
99.98,10407.0,285.33,83.69,588,808,316,1
44.47,4784.04,14.83,1.02,62,14,53,0
39.27,4112.32,13.05,2.6,26,86,5,0
26.21,3806.04,14.94,3.39,85,50,24,0
84.44,8378.68,270.23,31.52,550,172,268,1
90.72,9962.56,26.44,40.02,916,210,168,1
14.44,2478.72,14.15,3.61,18,84,56,0
73.7,15938.88,427.23,20.89,105,114,543,1
80.23,9877.72,298.82,84.07,522,511,601,1
31.62,1284.07,5.85,2.65,13,34,47,0
98.44,7672.15,312.75,22.71,247,913,207,1
73.71,11657.11,33.92,47.29,439,579,405,1
32.55,1929.9,13.01,4.0,36,58,61,0
83.3,7951.82,87.03,60.51,285,364,361,1
90.23,13617.53,71.56,62.74,663,473,508,1
7.63,926.96,14.97,0.21,28,61,95,0
81.76,12332.61,255.42,68.78,447,658,565,1
60.93,5516.01,13.49,3.72,10,80,2,0
86.75,15596.9,473.08,18.53,605,330,510,1
79.98,14485.43,61.15,89.21,427,568,357,1
56.35,2356.28,10.86,3.02,33,28,20,0
37.92,5700.95,8.0,2.03,80,89,62,0
62.47,3035.61,6.2,3.7,44,15,59,0
92.33,12366.35,79.8,72.32,253,135,465,1
51.33,5529.2,14.83,3.67,25,53,72,0
93.39,13500.69,319.73,60.54,402,695,952,1
62.67,3523.91,4.91,3.41,79,24,78,0
93.52,13910.58,284.95,11.91,457,767,106,1
30.85,3838.93,7.87,1.05,87,85,43,0
42.85,5015.67,12.3,3.12,15,95,60,0
78.25,10709.26,269.96,22.44,361,855,836,1
85.05,8439.83,103.78,27.69,422,109,406,1
60.48,1404.19,10.05,4.04,71,89,27,0
35.35,889.13,2.7,1.45,21,64,65,0
99.94,12776.9,413.47,96.31,649,514,251,1
13.64,149.81,7.19,0.13,14,55,91,0
95.75,9942.04,138.77,25.5,775,980,981,1
80.54,7085.59,58.9,96.03,745,865,189,1
79.52,8015.86,358.7,12.98,172,952,449,1
10.57,142.22,6.03,3.31,45,40,26,0
17.02,1944.88,10.97,1.59,78,44,79,0
97.34,15045.58,326.8,34.84,991,534,153,1
97.55,9003.01,203.74,24.64,927,437,867,1
83.83,7339.93,284.97,90.81,133,416,685,1
47.27,2192.09,4.73,2.54,28,62,67,0
11.53,2876.67,9.05,4.04,99,99,19,0
94.34,7734.64,110.49,68.83,627,299,652,1
69.92,81.28,6.75,3.01,93,24,25,0
11.64,1454.36,11.21,4.72,94,24,75,0
70.96,9483.85,380.33,48.92,267,373,979,1
24.95,5046.83,11.7,2.08,64,83,87,0
39.78,3311.29,2.41,2.28,48,11,66,0
27.84,2629.3,6.73,3.48,81,49,95,0
42.8,1813.4,2.54,3.13,39,68,68,0
32.02,265.11,9.22,4.22,62,9,68,0
27.43,2131.62,4.16,2.86,83,51,24,0
8.99,1078.66,11.24,4.27,97,57,19,0
33.03,3892.52,13.69,0.31,80,63,12,0
76.95,6671.05,377.48,85.14,534,228,677,1
93.83,13670.51,313.8,38.31,674,240,720,1
41.13,3379.05,14.33,2.52,46,78,24,0
87.94,9289.38,205.97,61.16,985,924,640,1
91.91,15779.44,398.59,48.82,500,178,799,1
81.24,10303.73,478.02,80.14,889,647,159,1
28.48,1172.34,5.33,1.23,58,49,42,0
76.07,9438.84,441.52,21.59,525,786,393,1
95.17,11189.27,404.15,72.01,362,295,190,1
3.3,4148.71,10.03,2.87,34,90,42,0
4.91,1471.59,13.85,0.17,60,39,25,0
5.22,4091.24,9.02,3.61,90,60,78,0
59.71,5124.77,14.86,3.84,72,51,65,0
93.66,6381.68,154.36,44.03,667,455,192,1
57.06,3940.63,4.88,0.11,86,13,6,0
7.28,5185.25,1.19,0.96,54,6,0,0
45.55,3074.91,13.69,0.99,72,96,97,0
81.83,6936.76,306.23,44.95,306,973,334,1
88.27,12451.65,411.05,69.36,302,595,537,1
83.07,14779.03,116.57,32.79,530,988,663,1
71.67,10662.8,298.21,40.2,976,343,404,1
70.52,8834.59,58.26,7.55,191,829,680,1
77.11,6599.96,415.56,90.78,719,669,866,1
94.12,11696.86,173.28,6.28,324,344,536,1
94.18,11413.95,50.07,94.85,122,847,737,1
83.35,10632.78,370.42,19.21,392,179,691,1
47.27,755.06,0.25,2.94,43,56,68,0
84.29,7461.05,373.06,34.27,301,967,976,1
65.22,4588.09,9.78,0.21,8,75,18,0
27.98,3148.32,11.58,0.6,89,99,51,0
10.31,4688.46,2.08,2.93,43,12,100,0
59.34,926.14,4.11,2.68,20,75,88,0
24.68,1222.57,12.09,3.27,17,39,60,0
1.05,4012.83,14.29,4.99,2,76,81,0
46.96,3735.0,11.8,0.79,99,57,3,0
55.44,4140.78,2.83,0.18,42,74,16,0
97.79,15596.53,266.33,84.6,241,805,908,1
9.29,1591.91,13.77,4.91,4,72,99,0
26.15,1453.64,7.05,4.33,32,36,92,0
63.17,195.44,14.36,4.98,9,64,33,0
45.47,2953.64,11.82,4.36,33,65,99,0
94.92,15927.4,231.23,53.8,324,493,782,1
30.29,3204.82,11.65,0.09,45,20,94,0
99.89,10140.77,326.68,67.77,428,548,350,1
10.64,3387.5,14.06,1.73,55,91,82,0
71.66,7193.21,282.28,44.77,488,767,422,1
41.1,5818.15,1.57,2.32,45,35,27,0
2.0,1873.67,1.14,1.63,72,11,77,0
70.13,11801.02,296.39,96.75,548,118,369,1
76.32,15705.95,54.18,99.87,922,629,443,1
82.39,12213.19,121.45,35.56,760,303,203,1
3.59,5536.48,10.11,1.7,16,12,29,0
43.36,773.79,4.68,4.37,44,47,79,0
89.45,14473.32,330.14,82.53,168,751,606,1
78.89,7396.32,150.71,33.08,186,476,812,1
82.2,8137.96,146.26,23.28,223,737,779,1
93.44,10724.26,203.57,76.42,988,562,885,1
97.87,12122.01,230.65,34.38,719,722,368,1
95.53,14364.12,380.6,69.01,455,578,531,1
64.03,1227.07,5.1,1.63,12,35,24,0
72.41,11637.75,404.4,19.89,194,641,755,1
75.99,11477.26,328.65,83.68,791,190,557,1
9.58,2021.03,12.86,0.37,57,47,7,0
98.31,15812.16,241.56,42.35,727,683,366,1
60.31,5420.02,0.61,4.44,27,78,49,0
94.67,11329.01,276.01,39.18,284,775,873,1
81.1,12125.19,343.74,67.06,748,189,490,1
72.4,15508.34,42.61,91.6,982,164,168,1
63.97,1927.34,4.9,0.21,68,64,90,0
81.41,11329.6,212.62,4.77,819,923,139,1
5.67,1018.82,2.09,2.18,36,52,28,0
1.42,1497.79,8.45,2.04,21,91,90,0
99.91,6991.05,61.91,18.8,451,911,569,1
85.2,10369.24,136.65,34.33,359,336,329,1
67.87,3415.49,0.89,2.6,23,80,98,0
44.83,3687.92,1.87,4.3,45,2,93,0
99.89,10480.11,167.32,57.65,248,103,733,1
44.84,4747.66,13.43,0.02,74,1,70,0
77.81,10653.19,323.99,6.94,879,143,966,1
88.83,15514.14,32.13,17.3,370,357,906,1
99.8,8586.98,395.07,24.02,725,101,556,1
89.1,11482.44,472.13,65.06,121,944,662,1
90.76,11241.5,236.34,85.67,232,573,322,1
86.34,15966.7,361.39,57.08,212,593,414,1
91.17,13906.27,290.39,48.68,166,329,473,1
14.17,296.71,5.51,2.97,89,27,17,0
4.48,4328.93,11.49,2.09,33,12,89,0
35.73,2472.12,6.89,2.59,50,36,75,0
78.62,8767.69,171.71,21.09,195,741,616,1
67.26,4082.79,7.88,1.76,11,89,84,0
18.35,5339.7,5.82,4.74,74,28,77,0
75.3,10487.43,155.47,47.78,177,185,273,1
37.41,1295.8,4.64,3.95,29,68,57,0
70.11,12106.47,285.17,60.73,217,333,966,1
61.56,5069.66,12.88,2.45,86,95,17,0
12.73,1799.79,3.5,1.37,56,6,70,0
89.81,8655.49,390.48,11.24,163,904,821,1
55.93,4859.72,11.54,0.97,49,28,41,0
86.12,10911.24,294.87,49.79,248,510,349,1
99.69,12552.72,160.7,76.6,151,716,337,1
33.45,5840.96,11.12,3.37,86,81,58,0
79.78,10333.42,482.32,66.47,700,610,447,1
41.92,1911.11,6.81,2.11,2,19,76,0
85.38,7218.23,32.08,67.86,840,262,981,1
51.09,2695.62,3.12,4.48,9,3,18,0
95.63,11022.62,423.67,5.88,844,114,462,1
19.42,1417.3,14.91,2.67,41,92,31,0
4.2,3215.5,11.2,0.35,49,70,38,0
98.25,13883.02,340.12,86.28,845,141,526,1
71.48,10853.05,309.81,6.17,916,590,435,1
29.16,4534.48,9.86,2.67,15,60,0,0
73.65,9375.04,49.44,46.95,472,873,584,1
14.45,1122.5,13.13,3.14,95,16,91,0
86.81,7727.52,51.23,25.85,126,277,774,1
10.84,4202.11,2.49,1.8,55,19,16,0
47.39,5179.51,3.16,0.46,6,82,69,0
31.93,2653.44,8.68,3.54,67,77,36,0
83.97,14751.31,331.16,18.63,662,544,699,1
60.47,4079.65,4.81,0.62,19,98,78,0
93.26,6682.85,61.79,91.76,113,948,140,1
96.94,6485.17,311.63,62.44,884,924,339,1
64.39,1732.65,6.07,2.38,95,71,64,0
20.91,4173.7,7.18,0.78,82,42,6,0
44.24,3516.0,13.61,2.22,4,82,0,0
34.79,1496.24,3.7,0.6,70,98,4,0
75.72,7121.78,152.3,74.53,698,101,831,1
61.69,2418.15,5.44,4.82,7,23,46,0
93.44,7355.01,451.46,58.59,809,178,660,1
92.09,9331.0,279.4,10.98,787,611,286,1
95.44,14807.39,417.12,59.09,971,152,967,1
7.12,5710.82,6.18,0.53,85,61,36,0
85.14,8542.41,265.5,67.88,858,312,584,1
39.45,3983.54,4.33,4.35,39,37,69,0
73.8,7251.14,334.23,85.6,646,679,137,1
26.13,5340.63,4.02,1.65,19,74,10,0
92.06,13512.89,109.86,4.06,993,170,406,1
41.75,3096.63,1.04,0.4,22,100,9,0
72.96,12706.43,415.28,67.04,901,331,345,1
36.77,1677.11,5.12,4.57,46,94,68,0
76.12,14157.74,164.11,83.29,801,843,886,1
54.06,119.92,8.37,2.81,6,62,24,0
64.02,2637.34,10.89,2.25,29,87,66,0
80.65,6811.24,165.9,36.27,958,691,501,1
86.29,6171.06,83.16,95.76,418,761,329,1
93.14,11131.8,324.9,32.97,346,948,987,1
3.55,1857.42,7.1,1.74,90,21,62,0
4.35,4455.7,13.0,0.16,19,97,1,0
85.52,15723.81,454.17,45.45,436,492,459,1
56.2,947.67,1.0,0.33,29,95,52,0
22.42,220.62,10.76,2.11,92,90,85,0
93.16,6417.94,415.19,7.32,974,720,769,1
80.49,14558.37,89.62,34.14,725,720,135,1
17.64,4786.35,10.31,2.96,7,76,52,0
88.01,9425.68,92.27,89.72,126,492,902,1
54.62,4996.55,6.56,3.31,10,12,66,0
18.03,4365.15,6.37,0.06,91,10,87,0
18.82,566.15,1.39,1.75,66,47,69,0
31.15,5116.8,9.09,0.26,4,88,100,0
78.96,9428.37,420.99,47.19,185,554,457,1
97.32,9655.52,303.73,65.52,727,410,641,1
11.82,2767.11,11.36,0.76,73,56,38,0
24.94,2937.05,0.13,0.34,42,8,40,0
28.12,1542.41,10.67,0.07,62,68,34,0
50.04,5337.02,7.86,1.71,91,48,4,0
75.08,6963.07,124.92,39.17,777,792,492,1
33.33,5990.79,9.3,1.63,0,73,87,0
58.18,4781.85,14.07,3.68,70,72,51,0
72.12,14658.51,360.49,79.3,885,796,769,1
83.69,11971.71,54.68,88.92,475,810,954,1
28.77,4021.11,2.28,0.79,98,62,23,0
1.53,486.02,10.33,4.28,65,25,89,0
19.46,3257.73,8.63,2.25,72,79,58,0
80.69,10714.33,113.1,29.98,941,554,952,1
96.43,9878.04,51.86,75.52,777,613,856,1
14.59,4170.11,13.27,4.93,76,53,14,0
36.06,2093.54,8.1,2.67,50,5,88,0
96.09,8028.47,442.83,14.51,354,309,127,1
78.45,7185.62,315.59,39.71,850,695,580,1
13.03,2385.77,3.33,3.53,61,40,65,0
96.26,11085.69,303.11,88.52,339,978,886,1
71.74,14218.24,235.84,11.96,494,554,883,1
47.62,2641.81,8.39,4.27,25,23,4,0
99.13,10802.67,377.95,62.39,555,504,167,1
94.59,8999.09,76.99,85.59,828,903,986,1
39.82,2088.59,0.84,2.11,87,36,69,0
27.2,1263.79,1.25,2.28,95,33,84,0
62.46,2602.73,5.14,2.23,14,28,12,0
95.5,11196.93,172.1,80.9,348,750,329,1
93.34,14322.56,338.53,22.26,299,124,478,1
40.28,1803.17,13.29,2.58,36,86,90,0
50.96,5728.62,9.47,3.66,93,10,81,0
40.62,4020.76,9.72,0.43,80,71,48,0
97.88,12221.67,495.14,27.24,822,734,705,1
84.51,12349.83,231.75,13.53,842,970,809,1
73.29,11736.86,313.57,74.41,385,615,849,1
59.92,1400.5,3.43,3.57,16,67,100,0
91.39,14721.57,381.93,21.25,194,492,121,1
45.95,2359.41,13.42,3.57,87,26,58,0
97.48,6613.42,330.45,80.85,325,266,755,1
92.89,7660.39,306.47,90.4,382,196,509,1
92.11,13357.43,192.86,13.81,845,205,356,1
51.2,5040.43,7.13,2.31,45,45,1,0
18.92,4512.98,10.33,3.35,17,21,56,0
72.66,10884.45,298.01,18.63,477,725,363,1
57.36,245.17,8.41,1.27,2,35,93,0
81.62,13857.89,387.61,58.36,630,123,264,1
10.6,1826.94,4.03,1.66,96,31,59,0
71.72,8539.14,241.74,40.26,599,783,186,1
76.85,12037.92,445.8,48.53,297,171,215,1
34.5,5684.86,12.96,0.27,16,90,35,0
46.52,2918.21,10.34,1.37,78,36,10,0
55.47,539.58,9.15,3.07,91,2,18,0
88.01,10030.35,496.19,90.17,968,133,534,1
94.04,8753.06,217.94,42.01,150,687,196,1
93.25,10987.88,219.77,67.3,302,408,279,1
95.93,6755.52,64.21,22.51,954,964,914,1
5.63,5704.66,3.83,3.53,16,46,34,0
51.92,4598.28,3.63,3.22,78,2,100,0
59.4,776.44,9.14,4.85,96,28,86,0
43.39,5356.08,8.36,0.73,58,49,32,0
72.41,6471.42,122.15,83.3,393,341,143,1
76.34,9471.46,464.34,70.94,188,239,312,1
92.82,6190.25,466.02,57.41,456,333,187,1
68.2,5905.05,9.72,2.28,92,58,20,0
82.57,8747.14,465.24,82.71,902,683,947,1
64.88,4677.31,0.79,3.28,70,64,91,0
77.72,8008.28,136.37,81.4,851,339,274,1
73.12,15669.58,71.96,9.01,317,171,166,1
60.77,5342.48,6.26,1.07,13,36,9,0
55.98,748.3,10.42,3.2,7,68,7,0
7.35,4974.19,14.18,0.02,23,31,56,0
75.56,7910.38,25.48,15.1,896,467,389,1
93.49,6662.27,391.27,35.28,370,750,313,1
69.37,5215.78,8.9,0.07,40,96,27,0
39.5,2736.7,2.4,0.28,47,88,83,0
48.7,723.12,7.61,3.18,16,26,84,0
44.02,4647.56,9.58,4.37,6,40,19,0
19.54,625.16,5.29,4.19,78,38,70,0
86.02,9275.03,149.11,70.9,602,885,526,1
54.97,756.45,12.82,3.24,91,89,72,0
47.27,1822.27,3.98,0.15,20,97,56,0
93.29,6230.76,462.14,73.21,626,913,269,1
96.62,6618.09,429.54,19.0,693,115,572,1
96.03,15306.54,381.62,76.82,881,305,580,1
98.95,11676.35,317.23,44.99,590,864,217,1
76.32,7895.86,184.47,66.42,492,836,691,1
48.09,2218.68,4.9,0.21,64,20,85,0
97.24,9771.15,341.08,11.19,170,271,250,1
94.14,8776.82,52.76,93.85,680,760,257,1
33.0,5267.1,11.53,2.33,5,33,72,0
40.65,4914.02,6.15,1.83,39,36,62,0
75.84,6650.82,349.49,88.19,658,756,435,1
39.5,3397.68,4.39,4.6,63,70,32,0
13.8,4147.84,12.04,2.14,39,18,67,0
93.83,15134.26,184.74,99.5,231,949,669,1
29.05,4922.06,13.02,2.56,80,56,51,0
82.53,15605.57,151.91,57.68,447,857,285,1
54.28,3346.6,7.42,3.06,11,31,8,0
